cuerpo,fecha,subtitulo,tags,titulo,url,url_imagenes
"En un trágico episodio  ocurrido en la tarde del miércoles, un trabajador de la Dirección Provincial de Vialidad perdió la vida al ser aplastado por su propio camión en la Ruta Nacional 14 , a la altura del kilómetro 100, cerca del peaje de Colonia Elía, en Entre Ríos. La víctima  identificada como Alberto Troncoso, era oriundo de Paraná y se desempeñaba como empleado del organismo vial. El accidente ocurrió cuando un camión Ford Cargo 1730, conducido por un hombre de 43 años, sufrió un desperfecto mecánico en plena ruta . Otro vehículo de la misma dependencia, un camión Mercedes Benz Atron 1624, conducido por un ciudadano de 50 años, acudió al lugar para asistir en la reparación. Según informó el portal Mercurio Noticias , mientras el conductor del Mercedes intentaba desenganchar la lanza del acoplado del Ford, su propio vehículo se desplazó de manera inesperada, atrapándolo entre ambos camiones. El impacto fue letal, provocándole heridas fatales en el lugar del incidente. La Policía de la comisaría Sauce, junto con la División Criminalística, intervino rápidamente para llevar a cabo las pericias correspondientes y esclarecer las causas del siniestro.",2024-11-21,Ocurrió en la provincia de Entre Ríos cuando la víctima intentaba reparar un vehículo.,"Accidente,entre ríos,Siniestro,Tragedia",Tragedia en la ruta 14: empleado de Vialidad falleció aplastado por su propio camión,https://www.primeraedicion.com.ar/nota/100945872/tragedia-en-la-ruta-14-empleado-de-vialidad-fallecio-aplastado-por-su-propio-camion/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/21_pixelcut-export_010-750x375.jpeg
"Un hombre de 68 años falleció anoche tras despistar con su camioneta Chevrolet S10 en el kilómetro 6 de la ruta provincial 8, en Campo Grande. El accidente se registró cerca de las 23 horas y, según informaron las autoridades, las causas del siniestro están siendo investigadas. La víctima, identificada como José Sequeira, salió despedida del vehículo tras el despiste, lo que le causó la muerte en el lugar. Efectivos de la Comisaría local, junto a personal de Policía Científica y un médico policial, trabajaron en el sitio del accidente para realizar las pericias correspondientes. Por orden del juez interviniente, el cuerpo fue entregado a sus familiares para los servicios fúnebres.",2024-11-22,"El siniestro ocurrió en la ruta provincial 8, donde un conductor de 68 años perdió la vida al salir despedido del vehículo.","Campo Grande,José Sequeira,Misiones,Muerte,Siniestro vial",Un hombre falleció tras despistar su camioneta en Campo Grande,https://www.primeraedicion.com.ar/nota/100946187/un-hombre-fallecio-tras-despistar-su-camioneta-en-campo-grande/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/jose-sequeira-750x375.jpg
"Un accidente de tránsito ocurrido en la Ruta Provincial 4 , a la altura del kilómetro 18, en San Javier, dejó como saldo a tres personas heridas que debieron ser trasladadas al hospital de Leandro N. Alem. De acuerdo a fuentes policiales, el hecho ocurrió alrededor de las 17:20 de este viernes, cuando un camión, con dos personas , que transportaba bebidas, colisionó con una camioneta, con también cuatro ocupantes. El siniestro dejó a tres personas lesionadas: el conductor y el acompañante del camión, así como uno de los ocupantes de la camioneta . Todos fueron trasladados al centro de salud mencionado anteriormente para recibir atención médica. La División de Criminalística de la Unidad Regional VI realizó las pericias correspondientes en el lugar para determinar las causas del accidente.",2024-11-22,Ocurrió esta tarde en San Javier. Las víctimas fueron trasladas al hospital de Alem.,"Accidente,choque,Policiales,Siniestro",Choque entre un camión con bebidas y una camioneta dejó tres personas heridas,https://www.primeraedicion.com.ar/nota/100946310/choque-entre-un-camion-con-bebidas-y-una-camioneta-dejo-tres-personas-heridas/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/accidente-camion-bebidas-750x375.jpg
"El Juzgado Civil y Comercial de Puerto Rico condenó a la Cooperativa Eléctrica de la ciudad a pagar casi cien millones de pesos de indemnización a la esposa y los cuatro hijos de un trabajador que falleció electrocutado mientras realizaba tareas en un edificio en construcció n y habría sido alcanzado por una línea de media tensión situada en la vereda, sobre la avenida 9 de Julio. El hecho ocurrió el 11 de agosto de 2014 alrededor de las 9 de la mañana y el fallo tuvo lugar el 2 de agosto luego de un extenso proceso judicial. La entidad se encuentra asegurada para cubrir esos hechos pero igualmente apeló el fallo a segunda instancia. Mientras tanto, el tendido eléctrico que habría sido causante del trágico accidente sigue estando en el mismo lugar y en las mismas condiciones. El hecho se produjo mientras la víctima, identificada como José Ignacio Borjas, se encontraba manipulando un perfil metálico en un edificio en construcción y tocó un cable de media tensión ubicado en la vereda, calcinándose en forma inmediata. La Cooperativa argumentó en su defensa que el accidente fue a causa de la manipulación de un taladro y la instalación eléctrica de la obra, no teniendo ninguna relación con el tendido de la calle. En el fallo, el juez Gastón André Navarre, expresa que la Cooperativa resulta responsable del accidente que provocara el fallecimiento por electrocución del señor Borjas. El fallo expresa: “La sentencia Del marco probatorio se ha podido demostrar que: el tendido de la línea de media tensión consistente de 4 cables desnudos, no cumplía con las distancias mínimas horizontales y verticales requeridas por la Resolución 444/2006 del ENRE , cuyo tendido se encontraba prácticamente pegado al edificio sin el preensamblado correspondiente, lo cual eventualmente haber atenuado la probabilidad de ocasionar un daño”. Por otra parte, “en el expediente no se ha demostrado causal que justifique la disposición del tendido eléctrico a una distancia menor a la requerida, lo que implica una actividad riesgosa en sí misma ”. Además, no se ha podido demostrar lo que argumentó la Cooperativa en su defensa: “La parte demandada no ha probado la causa alegada en su contestación de demanda, esto es, que la descarga provino de una instalación eléctrica deficiente del edificio como así tampoco que el señor José Ignacio Borjas (la víctima) se encontraba manipulando una perforadora”. “Por consiguiente, la Cooperativa – dueña y guardiana de las líneas eléctricas y responsable de la prestación del servicio- omitió los deberes de seguridad, prevención e inspección a su cargo , tratándose – reitero- de una actividad que es en sí misma riesgosa”, remarca el texto. “Frente a una actividad riesgosa de la cual puede resultar un daño a terceros existe una obligación ineludible de vigilancia cuidado y control en la prevención del daño”, agrega. En un párrafo reflexivo, la sentencia expresa que “si la Cooperativa realizara la inspección correspondiente del tendido eléctrico y las condiciones en las cuales se encuentra, adoptando medidas de seguridad como colocación de carteles de advertencia o bien la sustitución por cables preensamblados , el riesgo se verá aminorado y su actividad resultará segura y acorde con el servicio que tiene a su cargo”. Y determina en forma contundente que: “Tratándose de una actividad riesgosa , la Cooperativa debe responder por el riesgo o vicio de la cosa con la cual se ocasionó el daño (línea de media tensión) de conformidad con lo dispuesto en el segundo párrafo, segunda parte del Artículo 1113 del Código Civil”. Luego de examinar las pruebas el juez determinó aplicar una i ndemnización total de $97.683.520,90, que se divide entre los cinco familiares de la víctima. A Gladys Liliana Verbes (cónyuge) y sus hijos Matías, Marcos, Darío e Ivana, que al momento del accidente tenían 12, 15, 13 y 7 años respectivamente. Desde que salió la sentencia, por parte de la Cooperativa no dieron ninguna respuesta a pesar de que la sentencia la obligaba “a abonar dentro de los diez días de quedar firme la presente y bajo apercibimiento de ejecución”. Se supo que la entidad presentó una apelación y se ordenó la elevación de la causa a la Cámara de Apelaciones de Puerto Rico donde intentará revertir la sentencia. Todavía quedaría la tercera vía del Superior Tribunal de Justicia. Jorge Wolhein, abogado de la familia demandante, explicó que “el proceso judicial, que inició con la esperanza de encontrar justicia y reparación, concluyó recientemente con una sentencia en primera instancia que declaró la responsabilidad de la demandada Cooperativa de Luz Libertador General San Martin Ltda”. “La resolución impone una indemnización monetaria en favor del grupo familiar, pero, a pesar de este fallo que se encuentra apelado, la familia denuncia que hasta la fecha no ha recibido ningún tipo de compensación u ofrecimiento económico ni soluciones concretas” , agregó. Por último, expresó que “una familia aún espera reparación tras este trágico siniestro” y agregó que “a pesar del fallo judicial que establece responsabilidades, la familia afectada sigue enfrentando años de lucha sin recibir compensación ni solución, desde hace más de diez años” .",2024-11-24,"La Justicia consideró a la Cooperativa Luz y Fuerza responsable por tener cables de media tensión sin preensamblado ni carteles de advertencia, “casi pegados” a un edificio en construcción.","#Operario,Cooperativa Eléctrica Puerto Rico,murió electrocutado",Condenan a Cooperativa de Puerto Rico a pagar casi $100 millones por operario electrocutado,https://www.primeraedicion.com.ar/nota/100946678/condenan-a-cooperativa-de-puerto-rico-a-pagar-casi-100-millones-por-operario-electrocutado/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/electrocutado-P.-Rico-750x375.jpg
"Un incendio de gran magnitud afecta los pastizales ubicados en la zona del Silicon Misiones, en el Acceso Oeste de Posadas. De acuerdo a testigos que pasaron por la zona y se contactaron con PRIMERA EDICIÓN , las llamas, que hasta el momento permanecen fuera de control, movilizaron a varias dotaciones de la Dirección de Bomberos de la Policía UR I y bomberos voluntarios, que trabajan intensamente para sofocar el siniestro.  Por lo que se puede ver en las imágenes, el fuego avanzó rápidamente debido a las condiciones climáticas, que incluyen altas temperaturas, suelo seco y vientos moderados , complicando las tareas de contención. Las llamas se dividen en tres focos, uno grande y dos chicos. Uno de ellos atravesó un arroyo hacia un terreno lindante en la zona oeste. La Policía de Misiones investiga si se trató de un incendio intencional. De ser así, el o los responsables deberán responder ante la justicia.    Una publicación compartida por PRIMERA EDICION (@diarioprimeraedicion)",2024-11-24,Las llamas se desatan en inmediaciones del Silicon Misiones. Investigan si fue intencional.,"#Incendio,#Posadas,fuego,Policiales",Video: impactante incendio fuera de control avanza en el acceso oeste de Posadas,https://www.primeraedicion.com.ar/nota/100946938/video-impactante-incendio-fuera-de-control-avanza-en-el-acceso-oeste-de-posadas/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/incendio-posadas.jpg
"Luego de batallar alrededor de tres horas, bomberos de la Policía de Misiones y Bomberos Voluntarios lograron sofocar el incendio de gran magnitud que avanzó por gran parte del acceso oeste de Posadas , en inmediaciones del Silicon Misiones. El fuego comenzó en horas de la tarde cuando caía el sol, según las primeras imágenes viralizadas. Y un total de siete dotaciones de bomberos trabajaron tras el llamado de alerta (a las 19.20) hasta pasada la medianoche de hoy para apagar el incendio. Las condiciones climáticas adversas, como las altas temperaturas, el suelo seco y los vientos moderados favorecieron la rápida propagación del foco ígneo en una zona de pastizales a la vera del arroyo Mártires y el puente de la avenida Chacabuco. El fuego se tornó descontrolado por momentos y amenazó con llegar al tendido eléctrico de media tensión de la zona y los paneles solares ubicados en el predio del Silicon, que proporcionan energía eléctrica en la zona. Además, el denso humo disminuyó la visibilidad de los conductores que cruzaban por el lugar. Mediante el método de cortafuego bomberos, a las 0.20 de hoy lunes, pudieron lograr que el foco principal disminuyera y luego lo sofocaron por completo, informó el Director General de Bomberos de la Policía de Misiones, Jorge Sommariva a FM Show . En total se quemaron 50 hectáreas de pastizales , según el comisario general y apuntó que fue intencional. “Es una zona de bañados, malezas de un metros y medio de alta y pasto seco. Hacía mucho calor y el viento también ayudaba a la propagación del mismo”, aseguró Sommariva.    Una publicación compartida por PRIMERA EDICION (@diarioprimeraedicion)  El jefe de Bomberos indicó este lunes que el incendio “fue intencional, fue provocado” y se basó en que en el lugar hubo “dos focos que no tienen relación uno con otro. No fueron focos de incendios por la propagación de un incendio original sino que, al detectar dos focos que no tienen relación uno con otro, se determina que el incendio es intencional, no se puede provocarse dos incendios de forma accidental”, aseguró Sommariva. Afortunadamente no hubo personal bomberil lesionados ni vecinos afectados por el siniestro , sumó Sommariva. Ahora la Policía de Misiones seguirá con la investigación, a través del barrido de cámaras del 911 y otras pesquisas, para dar con el o los responsables del incendio para que respondan ante la justicia.",2024-11-25,"Siete dotaciones de bomberos de la policía y voluntarios debieron batallar con las llamas de grandes magnitudes. El fuego, en tres focos distintos, arrasó con 50 hectáreas y amenazó llegar al tendido eléctrico de media tensión y a los paneles solares del Silicon Misiones.","#Incendio,Acceso oeste de Posadas,Fuego intencional",Luego de cuatro horas lograron sofocar el gran incendio en el acceso oeste de Posadas,https://www.primeraedicion.com.ar/nota/100947013/luego-de-cuatro-horas-lograron-sofocar-el-gran-incendio-en-el-acceso-oeste-de-posadas/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/incendio-acceso-oeste-posadas.jpg
"Salieron a la luz los antecedentes que registra el gitano oriundo de la capital misionera y que fue detenido en Río Gallegos (Santa Cruz) acusado de extorsionar a una mujer por 20 mil dólares y joyas, tras un secuestro virtual, señalaron fuentes del caso . “Si no me da la plata, yo le corto el dedo a su hijo y se lo mando” fue la amenaza del delincuente detrás del teléfono . Era todo un engaño, ya que la supuesta víctima estaba sana y salva en su casa. Pocas horas después, fue capturado el sospechoso, de 29 años , quien de acuerdo a la prensa santacruceña cuenta con un frondoso prontuario criminal por delitos similares e incluso mucho peores, que van desde siniestros viales con heridos gravísimos y manejando en supuesto estado de ebriedad, armas de fuego sin sus documentaciones y cuentos del nieto en suelo misionero. Este individuo fue detenido el pasado jueves en el camino que une a Río Gallegos con la localidad de Piedra Buena, tras intentar huir con una importante cantidad de dólares y joyas, pero ¿por qué llegó al sur del país? Fuentes consultadas por el sitio La Opinión Austral indicaron que se encontraba en esa provincia para despedir a una familiar que falleció días atrás en Río Gallegos. Como es sabido, la tradición de esa comunidad, cuando una mujer fallece, integrantes viajan desde todas partes de la región y hasta del mundo para darle el último adiós . Se cree que, aprovechando la oportunidad, hizo de las suyas y realizó un “secuestro extorsivo” antes de abandonar esa provincia . Sin embargo, la División de Investigaciones (DDI) de Río Gallegos, quien hizo un eficiente trabajo de campo y de cámaras de seguridad, lograron individualizar al presunto implicado en la localidad de Güer Aike, donde fue interceptado antes de que llegara a Piedra Buena. Viajaba en un vehículo que se cree adquirió con parte del botín, junto a su pareja y una hija menor .  En la jornada del viernes, el gitano fue trasladado a la sede del Juzgado de Instrucción que lleva adelante su causa y el juez Fernando Zanetta de Río Gallegos determinó que continúe tras las rejas hasta el potencial procesamiento por el delito de extorsión. Tal como publicó el citado diario, en 2017 el gitano fue investigado por ser integrante de una banda que se dedicaba al cuento del nieto en Misiones, dejando un tendal de 16 víctimas , casi todos de la tercera edad. Otro de los hechos por los que es recordado en Posadas, es porque protagonizó un siniestro vial en presunto estado de ebriedad en el cruce de las avenidas Tulo Llamosas (exruta nacional 12) y Cabo de Hornos. Fue el viernes 24 de mayo de 2019 a las 10. Iba al mando de un Renault Fluence, cruzó el semáforo en rojo y atropelló a un hombre de 33 años , que intentó atravesar la calzada manejando una motocicleta y luego a un Chevrolet Astra que iba detrás, al mando de una mujer de 56, y finalmente se incrustó en una casa. Debajo del asiento del conductor del Fluence hallaron un arma de fuego, sin documentaciones. Poco después, se supo que el motociclista sufrió graves lesiones que lo dejaron en terapia intensiva y terminó con una pierna amputada. El día del hecho integrantes del Servicio Penitenciario Provincial (SPP) -a metros del lugar se encuentra la escuela de cadetes-, lo redujeron cuando intentó escapar.",2024-11-25,"El viernes fue imputado por la Justicia de Río Gallegos y seguirá preso por ese delito. Se supo tiene antecedentes en Posadas por cuento del nieto, armas y choques con heridos gravísimos.","#Posadas,Gitano,Río Gallegos",El gitano misionero que cayó por extorsión tiene numerosas causas,https://www.primeraedicion.com.ar/nota/100947012/el-gitano-misionero-que-cayo-por-extorsion-tiene-numerosas-causas/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/gitano-choque-750x375.jpg
"Un joven de 18 años perdió la vida esta madrugada tras un siniestro vial ocurrido en jurisdicción de El Soberbio . El caso ocurrió alrededor de las 2 de este lunes cuando el conductor de un auto Ford Escort, identificado como Agustín Da Silva, circulaba por la ruta provincial 15 . Al llegar al kilómetro 15, en cercanías de picada La Flor, perdió el control del rodado y despistó. Debido al impacto, el joven junto a su hermana que iba de acompañante, fueron trasladados al hospital local para recibir curaciones. Sin embargo, momentos después, Agustín falleció debido a las heridas sufridas. El cuerpo del joven fue entregado a sus familiares para su funeral y posterior inhumación. ",2024-11-25,"La víctima de 18 años iba en compañía de su hermana y fueron trasladados al hospital local. Momentos después, el joven murió tras las heridas sufridas.","Despiste,El Soberbio,joven fallecido,Siniestro vial",Falleció un joven tras despistar sobre la ruta 15 en El Soberbio,https://www.primeraedicion.com.ar/nota/100947053/fallecio-un-joven-tras-despistar-sobre-la-ruta-15-en-el-soberbio/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/despiste-fatal-El-Soberbio-2-750x375.jpg
"Los seguidores del tango recordarán hoy aquel 26 de noviembre de 1964 , día de luto para la música ciudadana. Es que se cumplen 60 años exactos de la desaparición física de “el varón del tango”, Julio Sosa . Ese día la cancionística del Río de la Plata sufrió un golpe bajo con la pérdida de este uruguayo nacido el 2 de febrero de 1926 en Las Piedras , quien con sus comienzos azarosos en su tierra natal y sus ganas de “saltar” al corazón de la Argentina, murió trágicamente, muy joven , justo cuando empezaba a disfrutar haber conquistado definitivamente al pueblo de Buenos Aires. Aquel 26 de noviembre de 1964, el artista se dejaba sus corta vida (38 años) en un siniestro vial a bordo de un auto deportivo con el que fue a estrellarse con un semáforo de la avenida Figueroa Alcorta, en Capital Federal. El debut de Sosa en la avenida Corrientes fue en la “boite” Picadilly , con la orquesta de Franchini-Pontier y como ladero de otro infalible cantor como Alberto Podestá . Varios grupos orquestales contaron con su concurso, como la de Francisco Rotundo , pero se lo recuerda fundamentalmente como solista, secundado por el talentoso Leopoldo Federico . El “varón del tango” dejó grabados más de 130 temas , que fueron indiscutidos éxitos en su voz: “El ciruja”, “Margot”, “La gayola” (último tango que brindó a sus amigos, en la cena antes de su accidente terminal) , “Rencor”, “Si no me engaña el corazón”, “Nada”, “Tarde”, “Uno”, “Cambalache”, “La casita de mis viejos” y sus notables versiones de “María”, “Madame Ivonne”, “El último café” y “La cumparsita”. [yotuwp type=”videos” id=”-0HWSb-vGXs” ]",2024-11-26,"Este martes se cumple un aniversario más de la trágica muerte de Julio Sosa, el 26 de noviembre de 1964.","#Música,Aniversario,Efemérides,Julio Sosa,Tango",60 años sin el “varón del tango”,https://www.primeraedicion.com.ar/nota/100947224/aniversario-muerte-julio-sosa/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/03/canalwhatsapp_300_250.png
"Peritos de bomberos de la Policía de Misiones, utilizando tecnología de drones, lograron identificar el punto de ignición del incendio que arrasó con más de 50 hectáreas en el Acceso Oeste de Posadas. Además, encontraron elementos que podrían ser determinantes para identificar a los responsables del siniestro. Especialistas de la Dirección de Bomberos llevaron a cabo un peritaje exhaustivo en el lugar del incendio, que había amenazado con afectar los paneles solares y el edificio de Silicon Misiones . Gracias al mapeo realizado con drones, se determinó el origen del fuego y se hallaron evidencias relevantes. El incendio, que ocurrió este último domingo en la costanera del arroyo Mártires, demandó más de cinco horas de trabajo intenso para ser controlado por los bomberos. Una vez extinguidas las llamas, los peritos regresaron a la zona afectada y utilizaron drones del sistema VANT del 911 para analizar el terreno. Esto permitió reconstruir el punto de inicio y el recorrido del fuego. Entre las evidencias halladas, se encontraron restos de papel que habrían sido utilizados de manera intencional para iniciar las llamas. También se constató que los responsables habían cortado un alambrado perimetral para ingresar al área. Además, se está analizando el material captado por las cámaras de videovigilancia de la zona, que podría aportar imágenes claves para identificar a los autores del hecho",2024-11-26,También se encontraron elementos que podrían ser claves para identificar a los autores del hecho.,"#Incendio,#Posadas,Acceso Oeste,fuego,Policiales","Con drones, se determinó el origen del incendio en el acceso oeste de Posadas",https://www.primeraedicion.com.ar/nota/100947851/con-drones-se-determino-el-origen-del-incendio-en-el-acceso-oeste-de-posadas/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/incendio-750x375.jpg
"Un trágico accidente tuvo lugar en la mañana de ayer sobre la Ruta Nacional N°14, en el kilómetro 687, cerca del campamento de Vialidad Nacional en “Naranjito”. Un hombre de 54 años , identificado como Miguel Alejandro Carballo y oriundo de Santo Tomé, perdió la vida tras impactar frontalmente su automóvil Ford Focus contra un camión de cargas perteneciente a una empresa de transportes de Apóstoles, Misiones . De acuerdo al Diario Época , el siniestro ocurrió alrededor de las 9:30. Carballo circulaba en dirección sur a norte cuando, por razones que aún se investigan, invadió el carril contrario y colisionó con el camión conducido por un hombre de 49 años. Las primeras pesquisas indican que el conductor del auto perdió el control, y aunque el chofer del camión intentó evitar el impacto frenando y maniobrando, el choque fue inevitable. En el lugar del siniestro no se observaron huellas de frenadas del auto, lo que refuerza la hipótesis de que Carballo habría cruzado de manera repentina al carril contrario. El impacto fue tan violento que el Ford Focus quedó completamente destruido, y el conductor falleció en el acto. Bomberos voluntarios de Santo Tomé y efectivos policiales acudieron al lugar para rescatar el cuerpo de la víctima atrapado en el vehículo. La tragedia sumó una nueva víctima fatal a las estadísticas de accidentes viales en Corrientes, donde ya se registran 136 fallecidos en lo que va del año.",2024-11-26,"El hecho ocurrió ayer a la mañana en Santo Tomé. Como consecuencia del accidente, se registró un muerto.","Accidente,Ruta nacional 14,Siniestro,Tragedia",Fatal accidente en Ruta 14: auto chocó contra un camión de Misiones,https://www.primeraedicion.com.ar/nota/100947650/fatal-accidente-en-ruta-14-auto-choco-contra-un-camion-de-misiones/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/image-2024-11-26T155006.072-750x375.jpg
"Un impactante siniestro vial tuvo lugar esta tarde en la intersección de la avenida Santa Catalina y Acevedo de Posadas , cuando un furgón colisionó con cuatro vehículos que se encontraban estacionados. Una mujer resultó lesionada y fue trasladada al hospital Favaloro para su evaluación médica. El accidente ocurrió alrededor de las 14:00 horas. Según fuentes policiales, el vehículo era conducido por un hombre de 53 años que viajaba acompañado de una mujer de 42 años. Por razones que aún se investigan, el furgón impactó contra un Ford Ka, un Chevrolet Sonic, un Peugeot y otro Ford Ka, que estaban estacionados sobre el lateral izquierdo de la avenida. La única persona que sufrió lesiones fue la acompañante del conductor del furgón, quien fue asistida en el lugar por una ambulancia y trasladada de inmediato al hospital. Tras el siniestro, se desplegó un operativo en la zona con la participación de efectivos policiales, personal de Criminalística y agentes de Tránsito Municipal.",2024-11-27,El siniestro ocurrió este mediodía. Una mujer debió ser hospitalizada.,"Accidente,choque,Policía de Misiones,Policiales",Un furgón colisionó con cuatro vehículos estacionados en Posadas: una persona resultó herida,https://www.primeraedicion.com.ar/nota/100948278/un-furgon-colisiono-con-cuatro-vehiculos-estacionados-en-posadas-una-persona-resulto-herida/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/accidente-Posadas-2-750x375.jpg
"Este jueves, a las 10.30 horas se registró un siniestro vial en el acceso sur, a la altura de la estación YPF, antes de la rotonda. Un automóvil Fiat Mobi, que trasladaba a cuatro personas, despistó y terminó volcado en una zanja de desagüe al costado de la vía , en dirección a Garupá. Las personas involucradas en el incidente fueron identificadas como Daniel Eduardo M. (33), Mariel Itatí R. (33), Ailín Estefanía M. (13) y Luca Estefano M. (5). Todos fueron trasladados en ambulancia al Hospital para su evaluación , antes de la llegada de las autoridades. El lugar fue resguardado por personal policial de la Comisaría 5° UR-X y se solicitó la presencia de Criminalística para esclarecer las causas del accidente. Se continúa con la investigación del hecho.",2024-11-28,Ocurrió esta mañana. En el vehículo estaban dos adultos y dos menores de edad.,"#Posadas,Misiones,Siniestro vial",Tres personas lesionadas tras despiste en el acceso sur,https://www.primeraedicion.com.ar/nota/100948483/tres-personas-lesionadas-tras-despiste-en-el-acceso-sur/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/despiste-acceso-sur-750x375.jpg
"La vida tiene vericuetos inesperados. Lo sabe bien Gonzalo Álvez (24), figura de Central Iguazú en el Regional Amateur 2023/2024, quien en base a notables actuaciones bajo los tres palos, se ganó su lugar en la terna de fútbol de la Fiesta del Deporte Misionero 2024 de PRIMERA EDICIÓN. Y es que el arquero no podrá asistir a la noche más esperada, el martes venidero desde las 19.30 en el Parque del Conocimiento, por razones de fuerza mayor: semanas atrás, en moto, fue protagonista de un siniestro vial en Iguazú y terminó con lesiones en la pierna derecha. A la espera de volver cuanto antes al fútbol, Gonza recibió a EL DEPORTIVO en un sanatorio del centro posadeño, donde lleva adelante la recuperación, y no ocultó su alegría ante la nominación. “Estar ternado es una alegría y me da fuerzas para seguir” , aseguró. Álvez trabaja como preventista en Iguazú. Y justamente estaba en plena labor cuando protagonizó una colisión con un auto que le provocó lesiones en tendones de la pierna derecha, además de pérdida de masa muscular. “Son cuestiones de la vida, me salió un auto de la nada y, en el choque, me comprimió la pierna. Estuve un mes y me operaron por primera vez, pero no quedó bien, así que tuve que someterme a otra operación… y acá estamos, esperando por recuperarnos” , relató el arquero”. El último martes por la noche, Gonza estaba a punto de dormirse en la habitación de la clínica cuando le llegó un mensaje de Julio Quiñónez, periodista de Iguazú Deportes. “Me dijo que estaba ternado como uno de los mejores jugadores del fútbol misionero. Yo no sabía nada, me sorprendió, me puse muy contento” , relató Álvez, quien recibió luego las felicitaciones de sus compañeros de equipo. “Fue una sorpresa muy grande, nunca pensé que iba a llegar tan lejos. Estar ternado es una alegría y me da fuerzas para seguir”, sintetizó Gonza, quien aseguró que la noticia fue una buena dosis de aliento para seguir enfrentando la recuperación: “Es una alegría dentro de todo lo que estoy pasando. Estoy feliz, me llena el alma”. Claro que la mala noticia tiene que ver con que el martes venidero Álvez no podrá ser de la partida. Y es que los médicos le piden reposo absoluto, algo clave para volver cuanto antes al fútbol. “Esa noche no voy a poder estar, me encantaría, sobre todo porque es la primera vez que estoy ternado, pero la pierna no me va a responder y los médicos no me dejan (se ríe). Fue delicado, una operación de siete horas, así que ahora toca cuidarme”, expresó el guardavalla, sin dejar de sonreír. Por último, Gonza le dedicó la nominación tanto a su familia como a Marlene, su pareja, y al club Central Iguazú, “que me dio la posibilidad de jugar el Regional, esto es para todos ellos”. ",2024-11-29,"Gonzalo Álvez (24), figura de Central Iguazú en el último Regional, está ternado en fútbol. Sin embargo, tras un siniestro vial y varias operaciones, no podrá estar en la Fiesta. “Más allá de todo, es una emoción muy grande”, le dijo a EL DEPORTIVO.","Fiesta del Deporte,Gonzalo Alves",Fiesta del Deporte: “Estar ternado es una alegría y me da fuerzas para seguir”,https://www.primeraedicion.com.ar/nota/100948808/fiesta-del-deporte-estar-ternado-es-una-alegria-y-me-da-fuerzas-para-seguir/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/fiesta-del-deporte--750x375.jpg
"Un camión que partió desde Misiones y se dirigía a Buenos Aires volcó este viernes por la mañana en la Autovía 14 Gervasio Artigas, al norte de Entre Ríos. El hecho ocurrió cerca de las 6:00 horas en el kilómetro 308, en jurisdicción del departamento Federación. Según informó el portal Ahora,  el vehículo involucrado fue un camión Iveco con acoplado que transportaba cerámicos. Por motivos que aún se investigan, el conductor perdió el control en una curva, provocando el vuelco. El conductor, un joven de 34 años , no sufrió lesiones, aunque se registraron daños materiales. En declaraciones a las autoridades policiales, el hombre indicó que no recuerda las causas del accidente, pero sospecha que podría haberse dormido al volante. El siniestro generó demoras en la circulación vehicular por la presencia del camión y la carga en la vía. Personal policial intervino en el lugar para ordenar el tránsito y realizar las pericias correspondientes.",2024-11-29,El siniestro vial ocurrió en Federación y el conductor se habría quedado dormido.,"Accidente,Policía de Misiones,Policiales",Camionero misionero protagonizó vuelco en Entre Ríos,https://www.primeraedicion.com.ar/nota/100948932/camionero-misionero-protagonizo-vuelco-en-entre-rios/,https://www.primeraedicion.com.ar/wp-content/uploads/2024/11/accidente-camion-750x375.jpg
